BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SalePrice
0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,Fin,2,400,TA,TA,Y,162000
1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1997.0,RFn,2,576,TA,TA,Y,217000
0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,275500
1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1969.0,RFn,2,440,TA,TA,Y,156000
0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2,440,TA,TA,Y,172500
0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,578,TA,TA,Y,212000
0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,158900
0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2,440,TA,TA,Y,179400
0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,290000
0,0,1,0,2,1,TA,5,Typ,0,,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,127500
0,0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965.0,Unf,2,440,TA,TA,Y,100000
0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2009.0,Unf,2,614,TA,TA,Y,215200
1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,337000
1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,270000
0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,264132
0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,196500
1,0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1,423,TA,TA,Y,160000
0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,216837
1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,538000
1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1983.0,Unf,2,576,TA,TA,Y,134900
0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2,396,TA,TA,Y,102000
1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,107000
0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1,275,TA,TA,Y,114500
0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,395000
1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,412,TA,TA,Y,162000
0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,865,TA,TA,Y,221500
1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,142500
0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,144000
1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1977.0,Unf,2,504,TA,TA,Y,135000
0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,176000
0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1992.0,RFn,2,484,TA,TA,Y,175900
0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,605,TA,TA,Y,187100
1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,165500
0,0,2,0,3,1,TA,9,Typ,1,Gd,,,,0,0,,,Y,128000
0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,161500
1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1961.0,Unf,1,416,TA,TA,Y,139000
1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,233000
0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1,281,Fa,TA,Y,107900
0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1966.0,Fin,2,444,TA,TA,Y,187500
0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,160200
1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,146800
1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,269790
0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,474,TA,TA,Y,225000
0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,194500
0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,171000
0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,143500
0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1953.0,Unf,1,240,TA,TA,Y,110000
0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,485000
1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,Y,175000
1,0,2,1,4,1,Gd,8,Typ,0,,Attchd,1997.0,RFn,2,603,TA,TA,Y,200000
1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,440,TA,TA,Y,109900
1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,189000
0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,582933
0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1954.0,Unf,1,286,TA,TA,Y,118000
0,0,2,0,3,1,Ex,6,Typ,0,,Attchd,2008.0,RFn,2,554,TA,TA,Y,227680
0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Fin,1,384,TA,TA,Y,135500
2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,223500
1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,TA,Y,159950
0,0,2,0,2,3,TA,11,Typ,0,,Detchd,1910.0,Unf,2,360,Fa,Po,N,106000
1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,TA,Y,181000
1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,144500
0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,2,504,TA,TA,N,55993
0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1958.0,RFn,1,301,TA,TA,Y,157900
0,1,1,1,3,1,Fa,7,Typ,0,,Detchd,1955.0,Unf,1,280,TA,TA,P,116000
0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,598,TA,TA,Y,224900
0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,137000
1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,271000
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,2,440,TA,TA,Y,155000
1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,224000
0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,595,TA,TA,Y,183000
0,0,1,0,2,1,TA,4,Min2,0,,Detchd,1974.0,Unf,2,576,TA,TA,Y,93000
0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,225000
0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,139500
0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,232600
1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1220,TA,TA,Y,385000
1,0,1,0,2,1,Gd,5,Typ,0,,,,,0,0,,,Y,109500
0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,TA,TA,Y,189000
0,1,2,1,3,1,TA,7,Min2,0,,Attchd,1967.0,Fin,2,538,TA,TA,Y,185000
0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2,480,TA,TA,Y,147400
1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,166000
0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2,480,TA,TA,Y,151000
1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,Y,237000
0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,472,TA,TA,Y,167000
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,456,TA,TA,Y,139950
0,0,2,0,2,1,Gd,4,Min2,0,,Attchd,1996.0,Unf,2,436,TA,TA,Y,128000
1,0,1,0,2,1,TA,5,Min2,0,,Detchd,1948.0,Unf,2,812,TA,TA,Y,153500
1,0,1,1,2,1,TA,5,Typ,0,,Detchd,1973.0,Unf,1,264,TA,TA,Y,100000
0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1999.0,Unf,1,352,TA,TA,Y,144000
0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1946.0,Unf,1,240,TA,TA,Y,130500
0,0,2,0,4,1,Fa,7,Typ,0,,Detchd,1934.0,Unf,1,400,TA,TA,P,140000
0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,157500
1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,174900
0,0,2,0,6,2,TA,10,Typ,0,,,,,0,0,,,Y,141000
0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,153900
1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,171000
1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,213000
1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,133500
0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,240000
0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,187000
1,0,1,0,1,1,Gd,3,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,131500
0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,215000
0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,164000
0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,158000
1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,170000
1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,127000
1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,2,576,TA,Fa,Y,147000
0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,174000
0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,152000
1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,250000
0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,189950
1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2,504,TA,TA,Y,131500
0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1986.0,Unf,2,480,TA,TA,Y,152000
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,672,TA,TA,Y,132500
0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,529,TA,TA,Y,250580
1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,148500
0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,248900
1,0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,129000
0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,169000
1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,236000
0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,109500
0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1998.0,RFn,2,523,TA,TA,Y,200500
0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1953.0,Unf,2,414,TA,TA,Y,116000
0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,133000
0,0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,66500
0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,303477
1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,2,648,TA,TA,Y,132250
1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,350000
1,0,1,0,3,1,Gd,6,Min2,0,,Detchd,1987.0,Unf,2,576,TA,TA,Y,148000
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1978.0,Unf,1,336,TA,TA,Y,136500
1,0,1,1,2,1,TA,5,Typ,0,,Attchd,2005.0,Fin,2,450,TA,TA,Y,157000
0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,187500
0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,178000
1,0,1,0,5,1,TA,10,Typ,0,,Detchd,1997.0,Unf,1,440,TA,Gd,Y,118500
0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1967.0,RFn,1,288,TA,TA,Y,100000
1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,328900
0,0,2,0,4,2,TA,8,Typ,0,,Attchd,2005.0,Fin,2,588,TA,TA,Y,145000
0,0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1,300,TA,TA,Y,135500
1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,268000
1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,149500
0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,122900
0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,172500
0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,1,264,TA,TA,Y,154500
1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,165000
0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979.0,Unf,2,400,TA,TA,Y,118858
1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,140000
0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1936.0,Unf,1,327,TA,TA,Y,106500
0,0,2,0,6,2,TA,12,Typ,0,,Detchd,1979.0,Unf,2,528,TA,TA,Y,142953
1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,611657
0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,135000
0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1,684,TA,TA,Y,110000
1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1,756,TA,TA,Y,153000
0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,180000
0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,240000
0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1,288,TA,TA,Y,125500
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,1,280,TA,TA,Y,128000
1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,255000
0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,180,Fa,TA,Y,250000
1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,TA,TA,Y,131000
0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,174000
0,0,2,0,5,2,TA,12,Typ,0,,Detchd,1960.0,Unf,2,480,TA,TA,Y,154300
0,0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1,252,TA,TA,Y,143500
0,0,1,0,3,1,TA,6,Min1,0,,Detchd,1925.0,Unf,1,450,TA,TA,Y,88000
0,0,2,0,4,2,TA,8,Typ,0,,2Types,1949.0,Unf,3,871,TA,TA,Y,145000
0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,173733
0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,75000
1,0,0,0,1,1,TA,4,Typ,0,,Detchd,1958.0,Unf,1,308,TA,TA,Y,35311
0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1,284,TA,TA,Y,135000
1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,833,TA,TA,Y,238000
1,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,601,TA,TA,Y,176500
0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1994.0,RFn,2,471,TA,TA,Y,201000
2,0,2,2,4,2,TA,9,Typ,0,,,,,0,0,,,N,145900
0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,169990
1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,193000
1,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,612,TA,TA,Y,207500
0,1,2,0,3,1,Ex,6,Typ,0,,Attchd,1977.0,RFn,2,540,TA,TA,Y,175000
0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,285000
0,0,2,1,4,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Y,176000
0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,236500
0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,222000
0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,3,610,TA,TA,Y,201000
0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1965.0,Unf,1,429,TA,TA,Y,117500
0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788,TA,TA,Y,320000
0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,570,TA,TA,Y,190000
1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,505,TA,TA,Y,242000
0,0,1,0,1,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2,528,TA,TA,Y,79900
1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003.0,RFn,2,555,TA,TA,Y,184900
0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,689,TA,TA,Y,253000
0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,868,TA,TA,Y,239799
0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1,349,TA,TA,Y,244400
0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1976.0,Unf,2,574,TA,TA,Y,150900
1,0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,390,TA,TA,Y,214000
2,0,2,0,4,2,TA,8,Typ,0,,,,,0,0,,,N,150000
0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1967.0,Unf,2,576,TA,TA,P,143000
0,1,1,0,3,1,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2,525,TA,TA,Y,137500
0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1963.0,Unf,2,456,TA,TA,Y,124900
1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1,796,TA,TA,Y,143000
1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,808,TA,TA,Y,270000
0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2,474,TA,TA,Y,192500
1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2,676,TA,TA,Y,197500
1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,2,720,TA,TA,Y,129000
1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1979.0,Unf,1,300,TA,TA,Y,119900
0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1974.0,Fin,1,396,TA,TA,Y,133900
0,1,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2,530,TA,TA,Y,172000
0,2,2,0,4,0,TA,4,Typ,0,,,,,0,0,,,Y,127500
0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1946.0,Unf,2,492,TA,TA,Y,145000
0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2,462,TA,TA,Y,124000
0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1977.0,Fin,2,576,TA,TA,Y,132000
1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,531,TA,TA,Y,185000
1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,484,TA,TA,Y,155000
1,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,,,Y,116500
1,0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.0,Fin,2,619,TA,TA,Y,272000
1,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1976.0,Unf,2,440,TA,TA,Y,155000
0,0,2,0,2,1,Ex,7,Typ,0,,Attchd,2007.0,Fin,2,702,TA,TA,Y,239000
1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2,510,TA,TA,Y,214900
0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,393,TA,TA,Y,178900
1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1,256,TA,TA,Y,160000
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,260,TA,TA,Y,135000
0,0,1,0,2,1,TA,6,Typ,0,,,,,0,0,,,Y,37900
1,0,1,0,2,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,264,TA,TA,Y,140000
0,0,1,1,4,1,TA,6,Typ,0,,,,,0,0,,,Y,135000
0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,173000
0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1,264,TA,TA,Y,99500
0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,480,TA,TA,Y,182000
0,0,1,0,3,1,Gd,8,Typ,0,,Detchd,1997.0,Unf,2,532,TA,TA,Y,167500
1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2,490,TA,TA,Y,165000
0,0,1,0,2,1,Fa,4,Typ,0,,,,,0,0,,,Y,85500
1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,2007.0,Fin,2,569,TA,TA,Y,199900
0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1999.0,Unf,2,400,TA,TA,Y,110000
1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1963.0,Unf,2,480,TA,TA,Y,139000
1,0,1,0,3,1,Ex,6,Typ,0,,Attchd,1961.0,RFn,2,588,TA,TA,Y,178400
1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,676,TA,TA,Y,336000
0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,388,TA,TA,Y,159895
0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Unf,2,779,TA,TA,Y,255900
0,0,2,0,4,2,Gd,8,Typ,0,,Attchd,1977.0,Unf,2,539,TA,TA,Y,126000
1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1950.0,Unf,1,240,TA,TA,Y,125000
0,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950.0,Unf,1,255,Fa,TA,Y,117000
1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2010.0,Fin,3,606,TA,TA,Y,395192
0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1976.0,Fin,2,551,TA,TA,Y,195000
0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2006.0,RFn,2,614,TA,TA,Y,197000
1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,3,870,TA,TA,Y,348000
0,0,1,1,4,1,Gd,8,Typ,1,Gd,Attchd,1925.0,Unf,2,424,TA,TA,P,168000
0,0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1964.0,RFn,2,440,TA,TA,Y,187000
0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,564,TA,TA,Y,173900
1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,786,TA,TA,Y,337500
1,0,1,1,3,1,TA,5,Typ,0,,Detchd,1946.0,Unf,1,305,TA,TA,Y,121600
1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,1,368,TA,TA,Y,136500
0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970.0,RFn,2,615,TA,TA,Y,185000
0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1922.0,Unf,1,210,TA,Fa,P,91000
1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2006.0,RFn,2,632,TA,TA,Y,206000
0,0,1,0,2,1,Fa,4,Min1,0,,Detchd,1956.0,Unf,2,528,TA,Fa,Y,82000
0,0,1,0,2,1,Ex,4,Typ,0,,Detchd,1920.0,Unf,1,216,Fa,TA,N,86000
