BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,SalePrice
1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,295000
1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,164000
1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,375000
1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,115000
1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,139000
1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,177000
1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,139000
1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,222000
1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,167000
1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,318000
TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,,0.0,212000
Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,173000
1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,135000
1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,241000
TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,202665
1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,342643
1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,,0.0,139000
1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,221000
1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,309000
1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,180000
1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,189000
1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,179200
1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,,0.0,177000
1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,201000
1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,111250
Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,179400
2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,90000
1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,241500
1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,,0.0,259000
1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,128000
Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,86000
1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,125000
1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,272000
1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,158000
1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,160000
TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,207500
Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,,0.0,135960
1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,,0.0,137450
Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,,0.0,90000
1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,,0.0,87000
1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,176000
1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,178400
TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,143750
1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,,0.0,315000
1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,144000
1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,187000
1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243.0,142000
1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,80500
1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,152000
Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,177000
1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,267000
1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,,0.0,430000
1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,190000
1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,143000
1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,153500
1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,265000
1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,,0.0,135000
1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,208900
1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,269500
1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,149000
1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,91500
1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,210000
1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,97500
TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,165000
TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,213490
1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,137900
Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,,0.0,155000
1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,466500
1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,244600
1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0.0,110000
Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,112000
1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,134800
1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,119000
1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,312.0,223000
TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,192500
1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,153000
1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,98000
1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,,0.0,139600
1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,187000
1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,178000
1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,,0.0,160000
TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,148800
1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0.0,177000
TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,,0.0,264561
1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,128900
1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,235128
1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,229456
1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,256000
1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,200000
1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,,0.0,162500
TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,124000
2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,,0.0,95000
2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,,0.0,93000
1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,195000
1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,350000
Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,145000
1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,190000
1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,200000
1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,124500
1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,102000
TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,171750
1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,198900
1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,130000
1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,,0.0,58500
1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,80000
1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,385000
1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,372402
1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,258000
2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,,0.0,122500
1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,141000
1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,,0.0,237500
1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,,0.0,112000
1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,Wd Shng,,0.0,129900
1Fam,1Story,6,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,206.0,119200
1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,147000
TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,,0.0,213500
1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,204000
1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,158000
1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,106500
Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,83000
1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,157000
1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,117000
TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,168500
1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,140200
1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,294000
1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,151000
1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,122000
TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,148000
TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,274000
1Fam,1Story,5,7,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,157900
1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,250000
TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,140000
1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,,0.0,236500
2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,160000
1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,72500
1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,163000
1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,105000
1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,108000
Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,127500
1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,105000
1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,,0.0,167000
1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,,0.0,188700
1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,173000
1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,174500
1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,184000
1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,,0.0,359100
1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,204000
1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,162000
1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,336000
1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,,0.0,235000
1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,118500
1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,192000
1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,235000
1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,176500
TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,,0.0,245500
1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,136000
1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,200000
1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,112000
1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,128000
2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,137000
1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,250000
1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,274300
1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,120500
1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,240000
TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,278000
1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,170000
TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,167240
1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,226000
1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,181500
1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,383970
1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,,0.0,138500
2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,163000
1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,,0.0,119900
Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,139000
1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,275000
Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,118000
1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,119000
1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,301500
1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,,0.0,137500
1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,186500
1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,99900
1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,155000
1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,270000
1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,155000
1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,109900
1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,150500
TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,99500
1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,153000
1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,82500
1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,129500
1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,,0.0,274970
1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,165400
1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,215000
1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,171000
1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,,0.0,143250
1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,165000
1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,141000
1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,,0.0,159434
1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,164500
1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,280000
2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,122000
1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,120000
1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,315750
1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,220000
1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,315000
1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,158000
1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,260400
1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,171000
1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,,0.0,132500
1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,185000
1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,176000
1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,185000
TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,,0.0,181000
1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,179000
1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,132500
1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,172500
Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,,0.0,97000
1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,,0.0,143900
1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,,0.0,106500
1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,194500
1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,109500
1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,169500
1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,196500
1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,155000
1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,248328
1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,105000
1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,,0.0,345000
1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,261500
1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,,0.0,116500
1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,,0.0,120500
1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,285000
1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,83000
1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,118000
1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,115000
1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,,0.0,140000
1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,154000
TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,185850
1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,222000
Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,135000
1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,140000
1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,,0.0,180000
1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,200141
1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,160000
TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,187500
1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,148000
1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,394432
1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,122000
1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,126000
1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,215000
1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,138000
1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,129000
TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,83500
1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,155000
1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,,0.0,230000
2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,106250
1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,219500
1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,157000
1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,250000
1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,154000
1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,172785
1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,179000
1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,,0.0,135000
1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,337000
1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,210000
1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,146800
1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,170000
1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,148000
1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,214000
1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,,0.0,128500
1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,142500
1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,203000
Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,137000
